ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"8269635","9402606",Tricia Bethke The Morton Arboretum,Detected,Positive,06-25-20,06-25-20,,"Kane, Illinois, United States","  42.03200"," -88.28432",WGS84,,,0.22,,,<5%,,,,,,,,,,,iPhone,,,," The point was in the middle of the road but tree of Heaven was over on the right hand side in what used to be a park. Down below there are a set of railroad tracks, and it could be potentially a real yard.",,,,Not Verified,,
"8269636","9402605",Tricia Bethke The Morton Arboretum,Detected,Positive,06-25-20,06-25-20,,"Kane, Illinois, United States","  42.01980"," -88.28378",WGS84,,,2.05,,,5-25%,,,,,,,,,,,iPhone,,,,Near the UPS station as well.,,,,Not Verified,,
"8269637","9402607",Tricia Bethke The Morton Arboretum,Detected,Positive,06-25-20,06-25-20,,"Kane, Illinois, United States","  41.99152"," -88.29691",WGS84,,,0.82,,,25-50%,,,,,,,,,,,iPhone,,,Near walnut trees.,,,,,Not Verified,,
"8269648","9402608",Tricia Bethke The Morton Arboretum,Detected,Positive,06-25-20,06-25-20,,"Kane, Illinois, United States","  42.05349"," -88.29448",WGS84,,,15.2,,,5-25%,,,,,,,,,,,iPhone,,,,,,,,Not Verified,,
"8269926","9615270",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-05-21,11-09-21,,"DuPage, Illinois, United States","  41.75923"," -88.15907",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8269927","9615269",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-05-21,11-09-21,,"DuPage, Illinois, United States","  41.75927"," -88.15970",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8270901","9549858",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-30-21,10-06-21,,"McHenry, Illinois, United States","  42.25259"," -88.31603",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8270902","9549855",Christofer Onopa Illinois Natural Survey,Undetected,Negative,09-30-21,10-06-21,,"McHenry, Illinois, United States","  42.25344"," -88.31668",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8270902","9549856",Christofer Onopa Illinois Natural Survey,Undetected,Negative,09-30-21,10-06-21,,"McHenry, Illinois, United States","  42.25344"," -88.31668",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8271502","9388332",Anne Hughes-wagner UofI Illinois Natural history Survey,Detected,Positive,09-12-19,09-12-19,09-12-19,"Cook, Illinois, United States","  41.70648"," -87.55848",WGS84,,,,,,,,,,,,,,,,,Unknown,Monitoring,,,,,,,Not Verified,,
"8271505","9406231",Leslie Vargas ,Detected,Positive,07-07-20,07-07-20,,"Cook, Illinois, United States","  41.64393"," -87.63405",WGS84,,,66.64,,,<5%,,,,,,,,,,,iPhone,,,,Entrance to the sunny family clinic,,,,Not Verified,,
"8271505","9406232",Leslie Vargas ,Detected,Positive,07-07-20,07-07-20,,"Cook, Illinois, United States","  41.64393"," -87.63405",WGS84,,,66.64,,,<5%,,,,,,,,,,,iPhone,,,,Entrance to the sunny family clinic,,,,Not Verified,,
"8271505","9406234",Leslie Vargas ,Detected,Positive,07-07-20,07-07-20,,"Cook, Illinois, United States","  41.64393"," -87.63405",WGS84,,,0.15,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,"Male and female next to each other behind church, along the fence near rail road ",,,,Not Verified,,
"8272003","9619007",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20562"," -89.10601",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272004","9619003",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20538"," -89.10669",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272006","9619005",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20610"," -89.10529",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272008","9619001",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20550"," -89.10756",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272011","9618999",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20369"," -89.09825",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272026","9621352",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.25579"," -89.10194",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272027","9621344",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.26312"," -89.09956",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272028","9621348",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.25857"," -89.10155",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272029","9621350",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.25750"," -89.10419",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272076","9618991",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.21069"," -89.08204",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8272077","9618995",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.20665"," -89.08210",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8274356","9621160",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-19-21,11-20-21,,"Will, Illinois, United States","  41.50362"," -88.08852",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8274440","9406617",Leslie Vargas ,Detected,Positive,07-09-20,07-09-20,,"Cook, Illinois, United States","  41.67464"," -87.84447",WGS84,,,,,,,,,,,,,,,,,iPhone,Monitoring,,,3 young stems ,,,,Not Verified,,
"8274441","9406615",Leslie Vargas ,Detected,Positive,07-09-20,07-09-20,,"Cook, Illinois, United States","  41.67428"," -87.84872",WGS84,,,,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,Roughly 10 young stems along side of road across from Hobart ave,,,,Not Verified,,
"8274444","9406614",Leslie Vargas ,Detected,Positive,07-09-20,07-09-20,,"Cook, Illinois, United States","  41.68302"," -87.85532",WGS84,,,,,,,,,,,,,,,,,iPhone,Monitoring,,,Possible duplicate point nearby,,,,Not Verified,,
"8276234","9518741",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-10-21,09-10-21,,"McHenry, Illinois, United States","  42.19707"," -88.21754",WGS84,,,2.43,,,25-50%,,,,,,,,,,,Android,Treatment,,,,,,,Verified,,
"8276274","9424764","Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",Detected,Treated,12-07-20,12-07-20,12-07-20,"Merrimack, New Hampshire, United States","  43.35886"," -71.61472",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"8276275","9424763","Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",Detected,Treated,12-07-20,12-07-20,12-07-20,"Merrimack, New Hampshire, United States","  43.35099"," -71.61369",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"8277472","10669226",Tricia Bethke The Morton Arboretum,Detected,Positive,09-01-22,09-01-22,,"DuPage, Illinois, United States","  41.81562"," -88.08409",WGS84,,,0.06,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8279876","9406094",Leslie Vargas ,Detected,Positive,07-02-20,07-06-20,,"DuPage, Illinois, United States","  41.78538"," -87.93610",WGS84,,,0.1,,,<5%,,,,,,,,,,,iPhone,,,,,,,,Not Verified,,
"8279877","9406092",Leslie Vargas ,Detected,Positive,07-02-20,07-06-20,,"DuPage, Illinois, United States","  41.80095"," -87.93770",WGS84,,,4.97,,,,,,,,,,,,,,iPhone,,,,,,,,Not Verified,,
"8280601","10659535",Jacob Cerminar USDA,Detected,Positive,08-23-22,08-23-22,,"DuPage, Illinois, United States","  41.89181"," -87.93983",WGS84,,,,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8280603","10668783",Jacob Cerminar USDA,Detected,Positive,08-24-22,08-31-22,,"DuPage, Illinois, United States","  41.97331"," -88.12232",WGS84,,,,,,5-25%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8280638","9549831",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"Lake, Illinois, United States","  42.33943"," -88.05014",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8280639","9549835",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-01-21,10-06-21,,"Lake, Illinois, United States","  42.38014"," -88.17099",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8280712","9615271",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-05-21,11-09-21,,"DuPage, Illinois, United States","  41.75896"," -88.15888",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8280833","9395962",Rich Rockwell NYNJ Trail Conference,Detected,Treated,04-30-20,04-30-20,04-30-20,"Essex, New Jersey, United States","  40.80799"," -74.19133",,,,1,,,,,,,,,,,,,,Web Report,Treatment,,,"saplings cut, stumps treated with 20% solution of glyphosate",,,,Not Verified,,
"8281097","9574202",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.21590"," -89.08773",WGS84,,,0.37,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8281097","9618993",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.21590"," -89.08773",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8281098","9574199",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.18725"," -89.07240",WGS84,,,0.57,,,5-25%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8281098","9618989",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.18725"," -89.07240",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8281264","9574201",Christofer Onopa Illinois Natural Survey,Undetected,Eradicated,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.18845"," -89.10761",WGS84,,,0.78,,,5-25%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8281264","9618997",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.18845"," -89.10761",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8281265","9574203",Christofer Onopa Illinois Natural Survey,Undetected,Eradicated,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.22357"," -89.08759",WGS84,,,0.31,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282107","9618979",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Ogle, Illinois, United States","  42.12363"," -89.25559",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282108","9618981",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-12-21,11-14-21,,"Ogle, Illinois, United States","  42.12773"," -89.25574",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282352","9609461",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-25-21,10-26-21,,"Winnebago, Illinois, United States","  42.21345"," -89.20515",WGS84,,,,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282352","9609462",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-25-21,10-26-21,,"Winnebago, Illinois, United States","  42.21345"," -89.20515",WGS84,,,,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282352","9609463",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-25-21,10-26-21,,"Winnebago, Illinois, United States","  42.21345"," -89.20515",WGS84,,,,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282352","9609464",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-25-21,10-26-21,,"Winnebago, Illinois, United States","  42.21345"," -89.20515",WGS84,,,,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282352","9609669",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-25-21,10-28-21,,"Winnebago, Illinois, United States","  42.21345"," -89.20515",WGS84,,,,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282353","9621340",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.26295"," -89.12083",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282354","9621342",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.26306"," -89.11757",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282355","9621346",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.26073"," -89.09682",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282357","9621338",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.27221"," -89.11077",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282358","9621336",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.27431"," -89.11088",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282359","9621334",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.27471"," -89.10334",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8282360","9550322",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.26263"," -89.06878",WGS84,,,,,,<5%,,,,,,,,,,,Android,Treatment,,,,,,,Verified,,
"8282361","9550323",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.26106"," -89.06219",WGS84,,,0,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8282362","9550324",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.26040"," -89.06028",WGS84,,,0.37,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8283406","9621328",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.31810"," -89.05841",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283408","9621330",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.31062"," -89.07644",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283424","9621332",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-22-21,11-24-21,,"Winnebago, Illinois, United States","  42.29570"," -89.07704",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283536","10669199",Jacob Cerminar USDA,Detected,Positive,09-01-22,09-01-22,,"DuPage, Illinois, United States","  41.78047"," -88.13602",WGS84,,,,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8283549","9550317",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.25256"," -89.06785",WGS84,,,0.24,,,,,,,,,,,,,,Android,Treatment,,,,,,,Verified,,
"8283549","9623747",Christofer Onopa Illinois Natural Survey,Undetected,Negative,12-01-21,12-03-21,,"Winnebago, Illinois, United States","  42.25256"," -89.06785",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283550","9550318",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.25397"," -89.06839",WGS84,,,0.14,,,25-50%,,,,,,,,,,,Android,Treatment,,,,,,,Verified,,
"8283550","9623749",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-01-21,12-03-21,,"Winnebago, Illinois, United States","  42.25397"," -89.06839",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283551","9550319",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.25404"," -89.07188",WGS84,,,,,,,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8283551","9623745",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-01-21,12-03-21,,"Winnebago, Illinois, United States","  42.25404"," -89.07188",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283553","9550320",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.25285"," -89.07350",WGS84,,,0,,,25-50%,,,,,,,,,,,Android,Treatment,,,,,,,Verified,,
"8283554","9550321",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-08-21,10-09-21,,"Winnebago, Illinois, United States","  42.25805"," -89.07612",WGS84,,,0.9,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8283556","9623734",Christofer Onopa Illinois Natural Survey,Undetected,Negative,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.05352"," -88.54958",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283557","9623736",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.05037"," -88.54507",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8283557","9623737",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.05037"," -88.54507",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
